Date,Open,High,Low,Close,Adj Close,Volume
2001-03-30,96.5,97.559998,95.139999,96.18,70.320396,9461300
2001-04-02,97.449997,98.099998,93.580002,94.660004,69.209091,8787000
2001-04-03,94.599998,94.650002,90.099998,90.389999,66.087143,13330000
2001-04-04,90.449997,94.050003,90.050003,92.0,67.264282,13515600
2001-04-05,95.800003,100.0,95.529999,98.209999,71.804596,12506100
2001-04-06,98.0,100.0,96.400002,97.949997,71.614517,13424200
2001-04-09,98.5,98.739998,93.800003,96.0,70.188812,9486600
2001-04-10,97.0,99.900002,96.559998,99.050003,72.418762,10499400
2001-04-11,101.5,101.940002,95.800003,97.43,71.234314,11498400
2001-04-12,96.400002,97.5,95.150002,96.199997,70.335022,9390100
2001-04-16,96.199997,99.889999,95.199997,96.75,70.737152,9188500
2001-04-17,97.0,99.879997,97.0,99.699997,72.89399,9957300
2001-04-18,103.0,110.0,102.300003,106.5,77.865692,19814300
2001-04-19,112.0,115.900002,110.449997,114.470001,83.69281,25822400
2001-04-20,114.349998,116.400002,113.75,114.830002,83.956024,12759100
2001-04-23,114.010002,114.050003,111.68,112.0,81.886909,8537500
2001-04-24,113.400002,114.75,112.300003,112.669998,82.376793,8742000
2001-04-25,112.0,114.849998,111.989998,114.849998,83.970657,6858500
2001-04-26,114.949997,116.699997,113.68,113.739998,83.159103,7346100
2001-04-27,116.800003,116.900002,114.550003,116.199997,84.957664,7390600
2001-04-30,116.400002,118.050003,114.720001,115.139999,84.182678,7357200
2001-05-01,115.849998,118.650002,114.900002,118.510002,86.646606,7790800
2001-05-02,118.300003,118.949997,113.739998,115.400002,84.372757,9706200
2001-05-03,114.599998,115.099998,112.349998,113.699997,83.12986,6578000
2001-05-04,112.0,115.860001,111.199997,115.860001,84.709106,8681400
2001-05-07,116.199997,117.25,115.0,115.900002,84.738304,6088600
2001-05-08,117.25,117.75,115.5,117.699997,86.15847,7605800
2001-05-09,116.199997,118.18,115.300003,116.980003,85.631424,7680200
2001-05-10,118.5,118.900002,115.199997,115.199997,84.328407,7993900
2001-05-11,113.75,114.150002,110.959999,111.809998,81.84687,8390200
2001-05-14,111.199997,113.18,111.0,112.559998,82.395889,5254800
2001-05-15,113.5,114.150002,112.5,113.580002,83.142555,5873400
2001-05-16,112.5,115.800003,112.199997,115.800003,84.767624,7796700
2001-05-17,115.800003,117.089996,115.050003,115.07,84.233253,6887700
2001-05-18,115.07,117.68,114.900002,117.440002,85.968155,6714900
2001-05-21,117.949997,119.900002,117.550003,119.040001,87.139381,8409400
2001-05-22,119.699997,119.699997,117.25,118.010002,86.385361,6005300
2001-05-23,117.800003,118.949997,117.099998,117.400002,85.938843,6402600
2001-05-24,117.5,119.599998,117.5,119.599998,87.549301,7726400
2001-05-25,119.519997,119.900002,117.760002,117.800003,86.231682,5629100
2001-05-29,117.349998,117.589996,115.080002,115.269997,84.379654,5818000
2001-05-30,114.0,114.099998,112.0,112.650002,82.461784,9598700
2001-05-31,112.650002,113.860001,111.639999,111.800003,81.839569,6724100
2001-06-01,112.5,113.599998,111.900002,112.889999,82.637466,5138900
2001-06-04,113.25,114.75,112.849998,113.639999,83.186485,3812200
2001-06-05,113.639999,117.599998,113.559998,116.970001,85.6241,6154400
2001-06-06,117.599998,119.0,116.5,117.5,86.012077,9624200
2001-06-07,117.0,118.25,117.0,117.25,85.829048,6423700
2001-06-08,117.5,117.5,115.599998,116.099998,84.987228,3099100
2001-06-11,116.300003,118.139999,116.099998,117.360001,85.909576,6542700
2001-06-12,116.75,117.800003,115.550003,117.25,85.829048,7301500
2001-06-13,117.25,118.470001,116.529999,116.540001,85.309334,5703200
2001-06-14,115.599998,116.080002,113.989998,115.75,84.731033,7502500
2001-06-15,115.099998,115.449997,113.379997,113.599998,83.157204,12470100
2001-06-18,113.980003,115.440002,113.309998,114.269997,83.647636,5182800
2001-06-19,116.260002,117.25,114.559998,114.839996,84.064873,6152800
2001-06-20,113.5,114.989998,111.760002,113.089996,82.783859,8828300
2001-06-21,112.150002,114.699997,111.360001,112.599998,82.425179,8155800
2001-06-22,112.599998,114.43,112.5,112.870003,82.62281,5607200
2001-06-25,113.75,114.900002,111.779999,112.650002,82.461784,5675900
2001-06-26,111.25,114.050003,111.099998,113.040001,82.747276,7081900
2001-06-27,113.099998,114.18,112.449997,113.519997,83.098648,4814100
2001-06-28,113.800003,116.949997,113.75,115.099998,84.255219,8181000
2001-06-29,115.599998,116.650002,113.0,113.5,83.083977,9477400
2001-07-02,113.5,115.400002,112.959999,114.349998,83.706184,5913100
2001-07-03,114.099998,114.190002,112.760002,112.980003,82.703331,3325800
2001-07-05,112.599998,113.260002,111.790001,112.099998,82.059158,4419000
2001-07-06,110.900002,110.900002,105.809998,106.5,77.959854,11704600
2001-07-09,106.5,106.949997,103.650002,104.720001,76.656883,9312600
2001-07-10,104.730003,105.400002,101.599998,101.959999,74.63652,10266600
2001-07-11,101.599998,104.129997,101.559998,103.849998,76.020042,8895400
2001-07-12,105.900002,107.800003,105.620003,107.25,78.508842,8766400
2001-07-13,106.150002,109.300003,106.110001,108.529999,79.445877,7841800
2001-07-16,108.529999,109.379997,107.279999,107.82,78.926125,5330100
2001-07-17,106.099998,108.580002,104.75,108.529999,79.445877,8662400
2001-07-18,106.099998,107.599998,103.199997,104.279999,76.334785,11670300
2001-07-19,105.599998,106.0,103.099998,104.0,76.129837,13644500
2001-07-20,103.400002,105.699997,103.029999,105.699997,77.374245,8991700
2001-07-23,105.699997,106.949997,105.300003,105.849998,77.484047,6315700
2001-07-24,104.849998,106.150002,103.790001,104.510002,76.503159,7299800
2001-07-25,104.5,105.699997,102.730003,104.889999,76.781311,6247600
2001-07-26,104.75,106.0,102.93,106.0,77.593842,8428700
2001-07-27,104.75,105.949997,104.110001,104.699997,76.64225,4346500
2001-07-30,104.900002,106.25,104.760002,105.849998,77.484047,4030800
2001-07-31,105.900002,107.0,105.150002,105.209999,77.015549,5603000
2001-08-01,105.349998,108.5,105.309998,107.059998,78.369804,6036100
2001-08-02,108.5,109.470001,107.209999,108.800003,79.643524,5675100
2001-08-03,107.800003,110.089996,107.099998,108.18,79.189636,3704100
2001-08-06,107.25,107.370003,105.790001,106.510002,77.967171,4176800
2001-08-07,105.800003,107.370003,105.260002,106.25,77.776871,4029300
2001-08-08,105.0,106.099998,104.099998,104.190002,76.369522,6398000
2001-08-09,103.699997,104.540001,102.699997,104.080002,76.288918,6763200
2001-08-10,103.849998,104.949997,102.809998,104.949997,76.92662,5254800
2001-08-13,105.0,106.639999,104.650002,105.860001,77.593605,6024400
2001-08-14,106.5,106.849998,105.400002,106.199997,77.842842,5730200
2001-08-15,106.349998,106.589996,105.010002,105.010002,76.970589,4712900
2001-08-16,104.199997,106.019997,103.660004,105.75,77.512993,6215200
2001-08-17,105.489998,105.489998,103.900002,104.589996,76.66272,7006200
2001-08-20,104.68,105.0,102.800003,104.099998,76.303528,5612700
2001-08-21,103.849998,104.970001,101.400002,101.889999,74.68364,6515900
2001-08-22,102.5,104.040001,101.760002,103.959999,76.200935,8029000
2001-08-23,104.0,104.699997,103.0,103.0,75.497299,5474300
2001-08-24,103.949997,107.800003,103.410004,106.989998,78.421875,7711900
2001-08-27,106.989998,108.199997,106.639999,106.860001,78.326622,4540900
2001-08-28,106.900002,107.169998,104.870003,104.949997,76.92662,5808100
2001-08-29,105.75,105.900002,103.82,104.129997,76.325531,4840300
2001-08-30,102.75,103.400002,98.860001,100.360001,73.562218,15015500
2001-08-31,101.0,101.360001,99.239998,99.949997,73.261665,8126600
2001-09-04,100.150002,103.129997,99.290001,101.489998,74.390465,9891800
2001-09-05,101.5,102.830002,99.610001,100.349998,73.554871,11880700
2001-09-06,100.68,100.68,97.650002,98.0,71.832359,9043100
2001-09-07,97.900002,98.150002,96.0,96.589996,70.798866,10507000
2001-09-10,96.0,97.400002,95.589996,96.470001,70.710907,10311500
2001-09-17,93.900002,95.860001,92.550003,93.339996,68.416649,15132800
2001-09-18,94.0,96.75,93.68,96.400002,70.659592,12305000
2001-09-19,96.400002,96.849998,92.449997,96.0,70.366402,14883500
2001-09-20,94.099998,95.75,92.849998,93.400002,68.460648,15182900
2001-09-21,90.599998,93.5,89.5,90.5,66.334984,18364700
2001-09-24,91.800003,95.540001,91.800003,94.800003,69.486832,11201800
2001-09-25,94.099998,96.0,93.410004,94.449997,69.230263,12575100
2001-09-26,94.449997,94.449997,90.300003,91.300003,66.921387,13783100
2001-09-27,91.300003,91.5,87.489998,90.0,65.968498,13172300
2001-09-28,90.199997,92.709999,89.900002,91.720001,67.229233,11077200
2001-10-01,91.720001,93.480003,91.339996,92.709999,67.954887,8676200
2001-10-02,92.300003,93.900002,92.099998,93.769997,68.731842,7221200
2001-10-03,92.900002,97.620003,92.400002,96.949997,71.062714,11117000
2001-10-04,97.150002,98.879997,96.800003,97.309998,71.326599,9785100
2001-10-05,96.650002,98.449997,95.370003,98.019997,71.847008,9708200
2001-10-08,98.029999,99.0,96.75,98.5,72.198853,7093400
2001-10-09,98.5,98.5,96.760002,97.139999,71.201973,7525300
2001-10-10,95.0,97.300003,94.900002,97.25,71.282631,10636900
2001-10-11,97.699997,99.400002,96.5,99.400002,72.858536,11501600
2001-10-12,98.699997,101.0,98.0,100.839996,73.914032,11501200
2001-10-15,99.849998,102.760002,99.849998,102.0,74.764275,10204200
2001-10-16,101.870003,103.0,99.660004,101.849998,74.654343,11946000
2001-10-17,106.300003,106.699997,102.900002,102.900002,75.424019,18920500
2001-10-18,103.050003,103.75,100.779999,101.260002,74.221901,10694900
2001-10-19,101.650002,102.739998,100.07,102.650002,75.240738,11771900
2001-10-22,102.650002,105.779999,101.900002,105.25,77.146523,7623900
2001-10-23,105.75,106.690002,104.550003,105.809998,77.556953,7429300
2001-10-24,106.5,108.75,106.089996,108.57,79.579994,8293200
2001-10-25,108.050003,110.849998,106.75,110.660004,81.111946,9683400
2001-10-26,110.0,112.099998,109.620003,111.160004,81.478409,10142500
2001-10-29,110.5,110.699997,108.620003,108.620003,79.616631,7072800
2001-10-30,107.800003,109.75,107.760002,108.650002,79.638641,8625100
2001-10-31,109.599998,111.120003,108.07,108.07,79.213516,7177700
2001-11-01,107.25,110.169998,106.900002,109.889999,80.547531,8024000
2001-11-02,109.150002,110.300003,108.769997,109.5,80.261665,6216900
2001-11-05,109.949997,110.589996,109.080002,109.970001,80.606186,5708500
2001-11-06,109.599998,114.800003,109.0,113.610001,83.274254,8509700
2001-11-07,113.050003,115.199997,113.029999,113.849998,83.553108,10129700
2001-11-08,113.959999,115.559998,113.610001,113.809998,83.523712,7991200
2001-11-09,113.099998,114.900002,113.099998,114.080002,83.721924,5045900
2001-11-12,113.0,114.900002,112.050003,114.860001,84.294334,5608400
2001-11-13,115.699997,117.0,115.699997,116.699997,85.644714,9216700
2001-11-14,116.699997,116.849998,113.330002,114.349998,83.920052,8091700
2001-11-15,114.099998,116.330002,113.839996,114.75,84.213593,7013800
2001-11-16,115.0,115.0,112.550003,114.5,84.030136,6661500
2001-11-19,114.699997,115.800003,113.769997,115.0,84.397095,4931300
2001-11-20,114.349998,116.800003,114.25,115.440002,84.719994,6452200
2001-11-21,114.949997,115.25,113.050003,114.339996,83.912704,4184700
2001-11-23,114.290001,115.370003,113.720001,115.349998,84.653946,1714000
2001-11-26,115.900002,116.400002,115.199997,116.330002,85.373123,4854300
2001-11-27,116.25,116.300003,114.07,114.199997,83.809975,6894100
2001-11-28,114.099998,114.379997,112.099998,112.150002,82.305496,6161200
2001-11-29,112.900002,114.550003,111.809998,114.43,83.978775,6128700
2001-11-30,114.43,115.940002,113.800003,115.589996,84.83007,5597800
2001-12-03,114.800003,114.849998,113.209999,114.129997,83.758575,5785800
2001-12-04,114.300003,116.720001,113.379997,116.639999,85.600655,6585900
2001-12-05,116.849998,121.980003,116.650002,121.400002,89.093964,14646200
2001-12-06,120.5,121.699997,119.800003,120.139999,88.169266,11225700
2001-12-07,119.5,121.0,118.75,120.400002,88.360077,6889200
2001-12-10,120.0,121.0,119.410004,119.660004,87.816986,5570900
2001-12-11,120.400002,122.739998,119.800003,121.5,89.167358,7793200
2001-12-12,121.120003,123.209999,120.059998,123.199997,90.414963,7977900
2001-12-13,121.550003,122.300003,120.120003,120.25,88.249977,8061000
2001-12-14,120.800003,121.480003,119.410004,121.099998,88.873802,7036000
2001-12-17,120.150002,122.139999,120.150002,121.339996,89.049919,6205100
2001-12-18,121.510002,122.970001,121.349998,122.199997,89.681053,5596200
2001-12-19,121.900002,124.699997,121.010002,123.889999,90.921333,8053900
2001-12-20,123.889999,124.0,122.150002,122.699997,90.048058,6344800
2001-12-21,122.699997,123.5,121.709999,122.0,89.534286,8659100
2001-12-24,122.050003,122.480003,121.099998,121.449997,89.130676,1654400
2001-12-26,122.0,123.699997,121.809998,122.400002,89.82785,3755700
2001-12-27,122.75,123.93,122.639999,123.5,90.635109,3826200
2001-12-28,123.5,123.879997,122.349998,122.900002,90.194794,4213900
2001-12-31,122.75,123.239998,120.949997,120.959999,88.771011,3512700
2002-01-02,120.599998,121.5,119.800003,121.5,89.167358,6862800
2002-01-03,121.5,124.220001,120.25,123.660004,90.752556,8621700
2002-01-04,124.050003,125.599998,123.980003,125.599998,92.176292,8405200
2002-01-07,125.0,126.190002,123.699997,124.050003,91.038788,5939600
2002-01-08,124.25,125.199997,123.730003,124.699997,91.515793,5311800
2002-01-09,124.699997,126.389999,124.150002,124.489998,91.361679,6839900
2002-01-10,123.75,124.0,121.419998,122.139999,89.637054,8926300
2002-01-11,121.5,122.18,120.279999,120.309998,88.294006,4797800
2002-01-14,120.0,120.089996,117.099998,118.050003,86.635452,10026700
2002-01-15,118.050003,119.699997,117.720001,118.849998,87.222519,5647900
2002-01-16,118.0,118.75,117.25,117.400002,86.158432,5366300
2002-01-17,119.849998,120.550003,117.260002,119.900002,87.993111,11153700
2002-01-18,114.25,114.900002,112.809998,114.25,83.846664,18440200
2002-01-22,114.25,114.260002,110.330002,110.5,81.094597,10130400
2002-01-23,110.800003,111.25,107.0,107.900002,79.186493,12556700
2002-01-24,108.800003,109.730003,107.07,108.720001,79.788269,8581500
2002-01-25,108.5,110.690002,108.099998,109.279999,80.199234,6761800
2002-01-28,109.5,110.209999,107.059998,108.150002,79.369972,7092900
2002-01-29,108.150002,108.559998,102.410004,103.0,75.590454,14509400
2002-01-30,104.25,105.75,101.0,105.550003,77.461853,17713300
2002-01-31,106.400002,107.980003,104.459999,107.889999,79.179138,9877000
2002-02-01,107.639999,109.300003,106.639999,108.0,79.25988,6799500
2002-02-04,108.0,108.0,105.989998,106.800003,78.379189,6601900
2002-02-05,106.25,108.5,106.0,106.300003,78.012253,6737700
2002-02-06,106.699997,107.82,105.330002,106.629997,78.357628,6669800
2002-02-07,106.639999,107.0,103.860001,103.910004,76.358849,7253800
2002-02-08,103.0,105.720001,102.610001,104.989998,77.152466,8339400
2002-02-11,105.0,107.690002,104.510002,107.379997,78.908783,6271900
2002-02-12,106.75,107.889999,106.059998,106.57,78.313553,4559800
2002-02-13,106.699997,108.480003,106.120003,108.07,79.41584,5086900
2002-02-14,109.0,109.150002,107.199997,107.889999,79.283539,5816300
2002-02-15,104.800003,104.800003,101.699997,102.889999,75.609291,18204600
2002-02-19,101.5,101.800003,98.860001,101.300003,74.440842,13395900
2002-02-20,99.540001,100.0,97.0,99.309998,72.9785,14525200
2002-02-21,98.75,99.699997,96.010002,96.379997,70.825371,10131700
2002-02-22,96.379997,99.199997,95.760002,98.449997,72.346527,10471600
2002-02-25,98.449997,99.25,97.120003,98.300003,72.236298,9902800
2002-02-26,99.0,99.190002,95.989998,97.150002,71.391212,11634500
2002-02-27,98.099998,100.309998,96.699997,97.830002,71.890915,11978700
2002-02-28,98.489998,99.599998,97.82,98.120003,72.104019,7939000
2002-03-01,98.599998,103.099998,98.5,103.019997,75.704811,10492900
2002-03-04,103.349998,106.529999,103.129997,105.900002,77.82119,10767700
2002-03-05,104.25,106.5,104.160004,105.669998,77.652206,7562100
2002-03-06,105.150002,107.089996,104.75,106.300003,78.115166,7687400
2002-03-07,107.300003,107.5,103.239998,103.709999,76.211861,10971900
2002-03-08,104.82,107.339996,104.82,105.089996,77.22596,10726400
2002-03-11,104.349998,105.970001,103.599998,105.239998,77.336166,8639100
2002-03-12,105.519997,108.849998,105.510002,108.5,79.731827,11059300
2002-03-13,108.300003,108.650002,106.699997,107.18,78.761818,6409200
2002-03-14,107.019997,107.949997,106.589996,106.599998,78.335579,5335500
2002-03-15,106.550003,107.449997,105.589996,106.790001,78.475197,10864100
2002-03-18,107.099998,108.639999,106.230003,106.349998,78.151871,5301200
2002-03-19,106.849998,108.050003,106.489998,107.489998,78.989594,4614800
2002-03-20,106.900002,106.900002,105.489998,105.5,77.527267,4844100
2002-03-21,105.699997,106.779999,104.699997,106.779999,78.467865,5113100
2002-03-22,106.5,106.699997,105.07,105.599998,77.600723,5507900
2002-03-25,105.800003,106.660004,103.5,103.559998,76.101616,6277900
2002-03-26,103.57,105.699997,102.300003,102.900002,75.616661,8144000
2002-03-27,103.75,103.790001,102.5,103.389999,75.9767,5602400
2002-03-28,103.550003,105.139999,103.389999,104.0,76.424988,5347500
2002-04-01,104.0,104.0,102.400002,102.860001,75.587242,5587000
2002-04-02,102.0,102.010002,100.510002,100.949997,74.183678,7382200
2002-04-03,101.400002,101.5,98.900002,99.959999,73.456139,7649100
2002-04-04,99.959999,101.139999,99.5,100.839996,74.102852,5928500
2002-04-05,100.839996,101.25,97.25,97.25,71.464706,9801800
2002-04-08,87.5,88.589996,85.349998,87.410004,64.233704,41207300
2002-04-09,88.5,88.519997,87.099998,87.739998,64.476227,17383600
2002-04-10,88.449997,89.949997,88.199997,89.010002,65.409485,13143900
2002-04-11,88.050003,88.510002,83.339996,84.190002,61.867481,23343700
2002-04-12,87.559998,87.959999,84.400002,85.599998,62.903652,15819300
2002-04-15,86.5,86.599998,84.699997,85.349998,62.719929,8871600
2002-04-16,86.349998,86.849998,85.580002,86.199997,63.344524,7933100
2002-04-17,87.050003,87.199997,84.0,84.809998,62.323112,11019500
2002-04-18,86.970001,89.099998,86.900002,88.949997,65.365395,14763500
2002-04-19,89.900002,90.029999,87.599998,89.0,65.40213,9273200
2002-04-22,88.949997,88.949997,87.360001,87.93,64.615829,6757700
2002-04-23,88.349998,89.080002,87.239998,87.330002,64.174934,5144100
2002-04-24,88.199997,88.25,86.269997,86.5,63.56498,6520500
2002-04-25,86.050003,86.919998,85.769997,86.709999,63.719322,6870000
2002-04-26,86.699997,86.959999,84.699997,84.709999,62.249573,6684200
2002-04-29,84.709999,85.099998,83.550003,83.889999,61.647011,6535600
2002-04-30,83.910004,85.230003,83.529999,83.760002,61.551483,8883900
2002-05-01,83.849998,84.650002,81.669998,84.300003,61.948334,12203800
2002-05-02,83.75,84.800003,83.129997,83.860001,61.624973,6582900
2002-05-03,83.099998,83.5,81.110001,81.779999,60.096481,8656300
2002-05-06,81.699997,81.870003,76.0,76.0,55.849014,13648400
2002-05-07,76.889999,77.5,75.919998,76.5,56.216457,17418700
2002-05-08,78.199997,82.800003,78.199997,82.449997,60.707867,12779700
2002-05-09,81.900002,83.0,79.0,79.93,58.852394,10130100
2002-05-10,79.949997,80.5,79.25,79.68,58.668316,7386300
2002-05-13,80.25,82.290001,79.5,82.190002,60.516422,6527600
2002-05-14,84.5,85.480003,82.190002,85.480003,62.938854,9624700
2002-05-15,84.599998,86.489998,84.050003,84.5,62.2173,8552300
2002-05-16,84.199997,86.0,83.400002,85.449997,62.916771,6768300
2002-05-17,86.25,86.400002,85.0,85.690002,63.093479,5874800
2002-05-20,85.449997,85.459999,83.93,84.449997,62.180458,4530300
2002-05-21,84.410004,85.0,83.300003,83.449997,61.444168,4454000
2002-05-22,83.760002,84.389999,82.739998,84.0,61.849125,5040700
2002-05-23,84.25,85.050003,82.519997,84.349998,62.106823,6865600
2002-05-24,83.650002,83.75,82.620003,83.099998,61.186478,4122000
2002-05-28,82.800003,83.110001,81.690002,82.080002,60.435448,4552100
2002-05-29,81.5,82.0,81.0,81.599998,60.081989,4519500
2002-05-30,80.599998,82.25,80.220001,82.25,60.560612,7374100
2002-05-31,82.050003,82.050003,80.400002,80.449997,59.235275,5126200
2002-06-03,80.75,80.910004,78.0,78.110001,57.512329,8383600
2002-06-04,78.110001,79.650002,77.599998,79.309998,58.395893,7273200
2002-06-05,79.650002,80.709999,79.110001,80.550003,59.308914,7172100
2002-06-06,80.550003,80.949997,78.889999,79.660004,58.65361,5540600
2002-06-07,78.480003,78.849998,77.0,78.300003,57.652214,9309400
2002-06-10,77.75,78.800003,76.599998,76.800003,56.547787,7075800
2002-06-11,77.849998,78.25,75.199997,75.489998,55.583237,7953400
2002-06-12,75.400002,75.949997,73.25,74.650002,54.964729,13296100
2002-06-13,75.449997,77.400002,75.300003,75.599998,55.664192,8909600
2002-06-14,74.199997,76.769997,73.25,76.169998,56.083908,8592000
2002-06-17,76.18,77.75,75.160004,77.139999,56.798119,7775800
2002-06-18,75.599998,76.900002,75.470001,75.940002,55.914581,7242000
2002-06-19,74.199997,75.199997,73.25,73.349998,54.007549,9455400
2002-06-20,74.0,74.089996,71.43,71.580002,52.7043,11116900
2002-06-21,70.0,70.989998,68.190002,68.75,50.620579,15542600
2002-06-24,67.25,71.489998,67.25,69.699997,51.320049,14687700
2002-06-25,70.300003,71.449997,68.410004,68.599998,50.510139,8554800
2002-06-26,66.099998,70.589996,66.099998,70.050003,51.57777,11544000
2002-06-27,71.199997,72.150002,69.099998,71.900002,52.939915,10610100
2002-06-28,71.349998,73.620003,71.25,72.0,53.013538,10945600
2002-07-01,72.010002,72.410004,67.160004,67.599998,49.77383,12055900
2002-07-02,67.849998,69.400002,67.699997,68.580002,50.495388,12012900
2002-07-03,67.949997,70.709999,67.870003,70.510002,51.916451,8469900
2002-07-05,72.449997,73.900002,72.0,73.5,54.118008,5243000
2002-07-08,73.0,73.480003,71.029999,71.300003,52.498146,9488100
2002-07-09,71.400002,72.25,69.449997,69.669998,51.297974,11165600
2002-07-10,70.599998,71.25,68.529999,68.760002,50.627934,10073400
2002-07-11,68.0,69.75,67.550003,69.410004,51.106525,11026400
2002-07-12,70.0,71.739998,68.800003,69.209999,50.959278,8572200
2002-07-15,68.400002,71.0,66.599998,71.0,52.277252,10420900
2002-07-16,69.510002,71.389999,68.480003,69.010002,50.812027,10486800
2002-07-17,71.0,71.599998,69.620003,70.690002,52.048988,11537300
2002-07-18,70.5,74.199997,70.0,72.050003,53.050365,15310800
2002-07-19,70.959999,72.699997,70.0,72.0,53.013538,11612900
2002-07-22,71.25,72.190002,68.309998,68.5,50.436504,14866900
2002-07-23,68.25,70.0,66.660004,67.050003,49.36887,12766700
2002-07-24,66.0,70.0,65.699997,69.540001,51.202255,13804500
2002-07-25,68.900002,70.0,67.300003,69.349998,51.062347,10989800
2002-07-26,68.75,69.470001,65.760002,66.400002,48.890289,11576400
2002-07-29,70.370003,71.400002,68.0,71.18,52.409767,11919300
2002-07-30,70.5,72.699997,70.019997,71.790001,52.858929,10138600
2002-07-31,70.75,71.599998,69.110001,70.400002,51.835464,12718600
2002-08-01,70.400002,70.699997,67.220001,68.25,50.25243,8832000
2002-08-02,68.209999,68.230003,67.120003,67.879997,49.979988,6915000
2002-08-05,67.940002,68.349998,65.849998,65.989998,48.58839,7126900
2002-08-06,67.0,69.419998,66.610001,67.900002,49.994709,8370800
2002-08-07,69.0,69.900002,66.800003,69.169998,51.042561,8037300
